SampleID	Chr	Start	End	Gene
17313sorted	11	111171708	111171710	C11orf92
17313sorted	12	14653866	14653868	rs2900333
17313sorted	12	26453282	26453284	rs718314
17313sorted	12	49676009	49676011	rs10875943
17313sorted	12	88953560	88953562	KITLG
17313sorted	12	125320849	125320851	SCARB1
17313sorted	13	24205194	24205196	TNFRSF19
17313sorted	13	24293858	24293860	rs753955
17313sorted	13	48878048	48878186	RB1
17313sorted	13	73908845	73908847	rs9573163
17313sorted	14	36649245	36649247	rs944289
17313sorted	15	32994755	32994757	rs4779584
17313sorted	15	47873548	47873550	SEMA6D
17313sorted	15	70018989	70018991	rs7176508
17313sorted	15	78908031	78908033	CHRNA3
17313sorted	16	52586340	52586342	rs3803662
17313sorted	16	52635163	52635165	rs3112612
17313sorted	16	89882944	89883024	FANCA
17313sorted	17	36098039	36098041	HNF1B
17313sorted	17	74470114	74470225	RHBDF2
17313sorted	17	74473261	74473381	RHBDF2
17313sorted	19	38735612	38735614	rs8102476
17313sorted	19	45856340	45856414	ERCC2
17313sorted	20	6404280	6404282	rs961253
17313sorted	21	30717736	30717738	BACH1
17313sorted	21	36357860	36357862	RUNX1
17313sorted	21	42746080	42746082	TMPRSS3
17313sorted	22	48929568	48929570	FAM19A5
17314sorted	1	10385470	10385472	KIF1B
17314sorted	1	14804873	14804875	rs7555566
17314sorted	1	17722362	17722364	PADI6
17314sorted	1	228997834	228997836	rs801114
17314sorted	2	46537603	46537605	EPAS1
17314sorted	2	215672545	215672547	BARD1
17314sorted	2	223845941	223845943	rs7584993
17314sorted	2	231091222	231091224	SP140
17314sorted	3	10085512	10085549	FANCD2
17314sorted	3	10091057	10091190	FANCD2
17314sorted	3	10106039	10106114	FANCD2
17314sorted	3	10106412	10106560	FANCD2
17314sorted	3	17077267	17077269	PLCL2
17314sorted	3	37627111	37627113	ITGA9
17314sorted	3	151899703	151899705	rs161792
17314sorted	3	170130101	170130103	rs10936632
17314sorted	4	84374479	84374481	HELQ
17314sorted	4	95562876	95562878	PDLIM5
17314sorted	4	106061533	106061535	rs7679673
17314sorted	5	58407770	58407772	PDE4D
17314sorted	6	22125963	22125965	rs4712653
17314sorted	6	22140003	22140005	rs6939340
17314sorted	6	35425332	35425378	FANCE
17314sorted	6	151948365	151948367	rs2046210
17314sorted	7	6013029	6013174	PMS2
17314sorted	7	6017218	6017389	PMS2
17314sorted	7	6018226	6018328	PMS2
17314sorted	7	50466303	50466305	IKZF1
17314sorted	7	86983714	86983716	CROT
17314sorted	7	97816326	97816328	LMTK2
17314sorted	8	32432368	32432370	NRG1
17314sorted	8	128355617	128355619	rs13281615
17314sorted	8	145742985	145743020	RECQL4
17314sorted	8	145743084	145743169	RECQL4
17314sorted	9	16915020	16915022	rs3814113
17314sorted	9	21816527	21816529	MTAP
17314sorted	9	22043925	22043927	CDKN2B-AS1
17314sorted	9	100556108	100556110	rs965513
17314sorted	9	136149228	136149230	ABO
17314sorted	10	63723576	63723578	ARID5B
17314sorted	10	63752158	63752160	ARID5B
17314sorted	10	88516384	88516688	BMPR1A
17314sorted	11	2233573	2233575	rs7127900
17314sorted	11	8252852	8252854	LMO1
17314sorted	11	56175670	56175672	rs1945213
17314sorted	11	68994496	68994498	rs7931342
17314sorted	11	68994666	68994668	rs10896449
17314sorted	12	14653866	14653868	rs2900333
17314sorted	12	26453282	26453284	rs718314
17314sorted	12	49676009	49676011	rs10875943
17314sorted	12	112521447	112521449	NAA25
17314sorted	13	48878048	48878186	RB1
17314sorted	14	36649245	36649247	rs944289
17314sorted	15	70018989	70018991	rs7176508
17314sorted	15	78908031	78908033	CHRNA3
17314sorted	16	52586340	52586342	rs3803662
17314sorted	16	52635163	52635165	rs3112612
17314sorted	16	89882944	89883024	FANCA
17314sorted	17	25541277	25541279	rs4795519
17314sorted	17	36098039	36098041	HNF1B
17314sorted	17	74473261	74473381	RHBDF2
17314sorted	20	6404280	6404282	rs961253
17314sorted	21	30717736	30717738	BACH1
17314sorted	21	36357860	36357862	RUNX1
17314sorted	21	42746080	42746082	TMPRSS3
17314sorted	22	48929568	48929570	FAM19A5
17315sorted	1	10385470	10385472	KIF1B
17315sorted	1	17722362	17722364	PADI6
17315sorted	1	228997834	228997836	rs801114
17315sorted	2	46537603	46537605	EPAS1
17315sorted	3	151899703	151899705	rs161792
17315sorted	3	170130101	170130103	rs10936632
17315sorted	4	84374479	84374481	HELQ
17315sorted	4	95562876	95562878	PDLIM5
17315sorted	5	58407770	58407772	PDE4D
17315sorted	6	411063	411065	IRF4
17315sorted	6	22125963	22125965	rs4712653
17315sorted	6	22140003	22140005	rs6939340
17315sorted	6	151948365	151948367	rs2046210
17315sorted	7	86983714	86983716	CROT
17315sorted	7	97816326	97816328	LMTK2
17315sorted	8	32432368	32432370	NRG1
17315sorted	8	128355617	128355619	rs13281615
17315sorted	8	145742985	145743020	RECQL4
17315sorted	8	145743084	145743169	RECQL4
17315sorted	9	136149228	136149230	ABO
17315sorted	10	63723576	63723578	ARID5B
17315sorted	10	63752158	63752160	ARID5B
17315sorted	11	2233573	2233575	rs7127900
17315sorted	11	68994496	68994498	rs7931342
17315sorted	11	68994666	68994668	rs10896449
17315sorted	12	14653866	14653868	rs2900333
17315sorted	12	112521447	112521449	NAA25
17315sorted	15	47873548	47873550	SEMA6D
17315sorted	15	70018989	70018991	rs7176508
17315sorted	15	78908031	78908033	CHRNA3
17315sorted	16	52586340	52586342	rs3803662
17315sorted	16	52635163	52635165	rs3112612
17315sorted	17	74473261	74473381	RHBDF2
17315sorted	20	6404280	6404282	rs961253
17315sorted	21	42746080	42746082	TMPRSS3
17315sorted	22	48929568	48929570	FAM19A5
17316sorted	1	10385470	10385472	KIF1B
17316sorted	1	17722362	17722364	PADI6
17316sorted	2	46537603	46537605	EPAS1
17316sorted	2	215672545	215672547	BARD1
17316sorted	2	223845941	223845943	rs7584993
17316sorted	2	231091222	231091224	SP140
17316sorted	3	10085512	10085549	FANCD2
17316sorted	3	10091057	10091190	FANCD2
17316sorted	3	10106412	10106560	FANCD2
17316sorted	3	17077267	17077269	PLCL2
17316sorted	3	27416012	27416014	SLC4A7
17316sorted	3	37627111	37627113	ITGA9
17316sorted	3	87173323	87173325	rs17181170
17316sorted	3	151899703	151899705	rs161792
17316sorted	3	170130101	170130103	rs10936632
17316sorted	4	84374479	84374481	HELQ
17316sorted	4	95562876	95562878	PDLIM5
17316sorted	4	106061533	106061535	rs7679673
17316sorted	5	44365544	44365546	FGF10
17316sorted	5	58407770	58407772	PDE4D
17316sorted	6	22125963	22125965	rs4712653
17316sorted	6	22140003	22140005	rs6939340
17316sorted	6	35425332	35425378	FANCE
17316sorted	6	151948365	151948367	rs2046210
17316sorted	7	6013029	6013174	PMS2
17316sorted	7	6017218	6017389	PMS2
17316sorted	7	6018226	6018328	PMS2
17316sorted	7	50466303	50466305	IKZF1
17316sorted	7	86983714	86983716	CROT
17316sorted	7	97816326	97816328	LMTK2
17316sorted	8	32432368	32432370	NRG1
17316sorted	8	128355617	128355619	rs13281615
17316sorted	8	145742985	145743020	RECQL4
17316sorted	8	145743084	145743169	RECQL4
17316sorted	9	16915020	16915022	rs3814113
17316sorted	9	21816527	21816529	MTAP
17316sorted	9	22043925	22043927	CDKN2B-AS1
17316sorted	9	136149228	136149230	ABO
17316sorted	10	51549495	51549497	TIMM23B
17316sorted	10	63723576	63723578	ARID5B
17316sorted	10	63752158	63752160	ARID5B
17316sorted	11	2233573	2233575	rs7127900
17316sorted	11	8252852	8252854	LMO1
17316sorted	11	56175670	56175672	rs1945213
17316sorted	11	68994496	68994498	rs7931342
17316sorted	11	68994666	68994668	rs10896449
17316sorted	11	111171708	111171710	C11orf92
17316sorted	12	14653866	14653868	rs2900333
17316sorted	12	26453282	26453284	rs718314
17316sorted	12	49676009	49676011	rs10875943
17316sorted	14	36649245	36649247	rs944289
17316sorted	15	47873548	47873550	SEMA6D
17316sorted	15	70018989	70018991	rs7176508
17316sorted	15	78908031	78908033	CHRNA3
17316sorted	16	52586340	52586342	rs3803662
17316sorted	16	52635163	52635165	rs3112612
17316sorted	17	36098039	36098041	HNF1B
17316sorted	17	74473261	74473381	RHBDF2
17316sorted	19	45856340	45856414	ERCC2
17316sorted	21	42746080	42746082	TMPRSS3
17316sorted	22	48929568	48929570	FAM19A5
17317sorted	1	10385470	10385472	KIF1B
17317sorted	1	14804873	14804875	rs7555566
17317sorted	1	17722362	17722364	PADI6
17317sorted	1	150860470	150860472	rs7412746
17317sorted	1	228997834	228997836	rs801114
17317sorted	2	46537603	46537605	EPAS1
17317sorted	2	223845941	223845943	rs7584993
17317sorted	2	231091222	231091224	SP140
17317sorted	3	10085512	10085549	FANCD2
17317sorted	3	10091057	10091190	FANCD2
17317sorted	3	10106412	10106560	FANCD2
17317sorted	3	17077267	17077269	PLCL2
17317sorted	3	27416012	27416014	SLC4A7
17317sorted	3	37627111	37627113	ITGA9
17317sorted	3	151899703	151899705	rs161792
17317sorted	3	170130101	170130103	rs10936632
17317sorted	4	84374479	84374481	HELQ
17317sorted	4	95562876	95562878	PDLIM5
17317sorted	4	106061533	106061535	rs7679673
17317sorted	5	40791883	40791885	PRKAA1
17317sorted	5	44365544	44365546	FGF10
17317sorted	5	58407770	58407772	PDE4D
17317sorted	6	22125963	22125965	rs4712653
17317sorted	6	22140003	22140005	rs6939340
17317sorted	6	35425332	35425378	FANCE
17317sorted	6	151948365	151948367	rs2046210
17317sorted	7	6013029	6013174	PMS2
17317sorted	7	6017218	6017389	PMS2
17317sorted	7	6018226	6018328	PMS2
17317sorted	7	50466303	50466305	IKZF1
17317sorted	7	86983714	86983716	CROT
17317sorted	7	97816326	97816328	LMTK2
17317sorted	8	32432368	32432370	NRG1
17317sorted	8	128355617	128355619	rs13281615
17317sorted	8	128407442	128407444	rs10505477
17317sorted	8	145742985	145743020	RECQL4
17317sorted	8	145743084	145743169	RECQL4
17317sorted	9	5070830	5070832	JAK2
17317sorted	9	16915020	16915022	rs3814113
17317sorted	9	21816527	21816529	MTAP
17317sorted	9	22033365	22033367	CDKN2B-AS1
17317sorted	9	22043925	22043927	CDKN2B-AS1
17317sorted	9	100556108	100556110	rs965513
17317sorted	9	136149228	136149230	ABO
17317sorted	10	51549495	51549497	TIMM23B
17317sorted	10	63723576	63723578	ARID5B
17317sorted	10	63752158	63752160	ARID5B
17317sorted	10	88516384	88516688	BMPR1A
17317sorted	11	2233573	2233575	rs7127900
17317sorted	11	8252852	8252854	LMO1
17317sorted	11	44117802	44117872	EXT2
17317sorted	11	56175670	56175672	rs1945213
17317sorted	11	68994496	68994498	rs7931342
17317sorted	11	68994666	68994668	rs10896449
17317sorted	11	68995957	68995959	rs7130881
17317sorted	11	83620786	83620788	DLG2
17317sorted	11	111171708	111171710	C11orf92
17317sorted	12	14653866	14653868	rs2900333
17317sorted	12	26453282	26453284	rs718314
17317sorted	12	49676009	49676011	rs10875943
17317sorted	13	48878048	48878186	RB1
17317sorted	14	36649245	36649247	rs944289
17317sorted	15	32994755	32994757	rs4779584
17317sorted	15	70018989	70018991	rs7176508
17317sorted	15	78908031	78908033	CHRNA3
17317sorted	16	52586340	52586342	rs3803662
17317sorted	16	52635163	52635165	rs3112612
17317sorted	16	89882944	89883024	FANCA
17317sorted	17	36098039	36098041	HNF1B
17317sorted	17	74470114	74470225	RHBDF2
17317sorted	17	74473261	74473381	RHBDF2
17317sorted	19	38735612	38735614	rs8102476
17317sorted	19	45856340	45856414	ERCC2
17317sorted	21	36357860	36357862	RUNX1
17317sorted	21	42746080	42746082	TMPRSS3
17317sorted	22	48929568	48929570	FAM19A5
17318sorted	1	150860470	150860472	rs7412746
17318sorted	2	215672545	215672547	BARD1
17318sorted	2	231091222	231091224	SP140
17318sorted	3	10091057	10091190	FANCD2
17318sorted	3	10106412	10106560	FANCD2
17318sorted	3	17077267	17077269	PLCL2
17318sorted	3	37627111	37627113	ITGA9
17318sorted	3	151899703	151899705	rs161792
17318sorted	3	170130101	170130103	rs10936632
17318sorted	5	1279789	1279791	TERT
17318sorted	5	148904091	148904093	CSNK1A1
17318sorted	6	22140003	22140005	rs6939340
17318sorted	6	151948365	151948367	rs2046210
17318sorted	7	6013029	6013174	PMS2
17318sorted	7	6017218	6017389	PMS2
17318sorted	7	6018226	6018328	PMS2
17318sorted	7	86983714	86983716	CROT
17318sorted	7	97816326	97816328	LMTK2
17318sorted	8	18272880	18272882	rs1495741
17318sorted	8	32432368	32432370	NRG1
17318sorted	8	128355617	128355619	rs13281615
17318sorted	8	145742985	145743020	RECQL4
17318sorted	8	145743084	145743169	RECQL4
17318sorted	9	16915020	16915022	rs3814113
17318sorted	9	21816527	21816529	MTAP
17318sorted	9	136149228	136149230	ABO
17318sorted	10	43572706	43572780	RET
17318sorted	10	51549495	51549497	TIMM23B
17318sorted	10	63723576	63723578	ARID5B
17318sorted	10	63752158	63752160	ARID5B
17318sorted	10	88516384	88516688	BMPR1A
17318sorted	10	104263909	104264092	SUFU
17318sorted	10	120278943	120278945	rs12413624
17318sorted	11	2233573	2233575	rs7127900
17318sorted	11	8252852	8252854	LMO1
17318sorted	11	56175670	56175672	rs1945213
17318sorted	11	68994496	68994498	rs7931342
17318sorted	11	68994666	68994668	rs10896449
17318sorted	11	69328763	69328765	rs614367
17318sorted	11	74345549	74345551	POLD3
17318sorted	11	111171708	111171710	C11orf92
17318sorted	12	14653866	14653868	rs2900333
17318sorted	12	26453282	26453284	rs718314
17318sorted	12	125320849	125320851	SCARB1
17318sorted	13	24205194	24205196	TNFRSF19
17318sorted	13	48878048	48878186	RB1
17318sorted	14	36649245	36649247	rs944289
17318sorted	15	32994755	32994757	rs4779584
17318sorted	15	78908031	78908033	CHRNA3
17318sorted	16	52635163	52635165	rs3112612
17318sorted	16	68771318	68771367	CDH1
17318sorted	16	89882944	89883024	FANCA
17318sorted	17	36098039	36098041	HNF1B
17318sorted	17	74473261	74473381	RHBDF2
17318sorted	19	38735612	38735614	rs8102476
17318sorted	21	36357860	36357862	RUNX1
17319sorted	1	150860470	150860472	rs7412746
17319sorted	1	228997834	228997836	rs801114
17319sorted	2	46537603	46537605	EPAS1
17319sorted	2	47596644	47596721	EPCAM
17319sorted	2	215635793	215635795	BARD1
17319sorted	2	215672545	215672547	BARD1
17319sorted	2	223845941	223845943	rs7584993
17319sorted	2	231091222	231091224	SP140
17319sorted	3	10085512	10085549	FANCD2
17319sorted	3	10091057	10091190	FANCD2
17319sorted	3	10106412	10106560	FANCD2
17319sorted	3	17077267	17077269	PLCL2
17319sorted	3	27416012	27416014	SLC4A7
17319sorted	3	37627111	37627113	ITGA9
17319sorted	3	87173323	87173325	rs17181170
17319sorted	3	151899703	151899705	rs161792
17319sorted	3	170130101	170130103	rs10936632
17319sorted	3	189356260	189356262	TP63
17319sorted	4	84374479	84374481	HELQ
17319sorted	4	95562876	95562878	PDLIM5
17319sorted	5	1279789	1279791	TERT
17319sorted	5	40791883	40791885	PRKAA1
17319sorted	5	44365544	44365546	FGF10
17319sorted	5	44662514	44662516	rs4415084
17319sorted	5	148904091	148904093	CSNK1A1
17319sorted	6	411063	411065	IRF4
17319sorted	6	22140003	22140005	rs6939340
17319sorted	6	36622899	36622901	PI16
17319sorted	6	151948365	151948367	rs2046210
17319sorted	6	160840251	160840253	SLC22A3
17319sorted	7	6013029	6013174	PMS2
17319sorted	7	6017218	6017389	PMS2
17319sorted	7	6018226	6018328	PMS2
17319sorted	7	50466303	50466305	IKZF1
17319sorted	7	55086970	55087059	EGFR
17319sorted	7	86983714	86983716	CROT
17319sorted	7	97816326	97816328	LMTK2
17319sorted	8	18272880	18272882	rs1495741
17319sorted	8	128355617	128355619	rs13281615
17319sorted	8	130491751	130491753	CCDC26
17319sorted	8	130685456	130685458	CCDC26
17319sorted	8	145742797	145742893	RECQL4
17319sorted	8	145742985	145743020	RECQL4
17319sorted	8	145743084	145743169	RECQL4
17319sorted	9	5070830	5070832	JAK2
17319sorted	9	16915020	16915022	rs3814113
17319sorted	9	21816527	21816529	MTAP
17319sorted	9	100459402	100459575	XPA
17319sorted	9	100556108	100556110	rs965513
17319sorted	10	8701218	8701220	rs10795668
17319sorted	10	43572706	43572780	RET
17319sorted	10	51549495	51549497	TIMM23B
17319sorted	10	63723576	63723578	ARID5B
17319sorted	10	63752158	63752160	ARID5B
17319sorted	10	88516384	88516688	BMPR1A
17319sorted	10	104263909	104264092	SUFU
17319sorted	10	120278943	120278945	rs12413624
17319sorted	11	2233573	2233575	rs7127900
17319sorted	11	8252852	8252854	LMO1
17319sorted	11	44117802	44117872	EXT2
17319sorted	11	56175670	56175672	rs1945213
17319sorted	11	68994496	68994498	rs7931342
17319sorted	11	68994666	68994668	rs10896449
17319sorted	11	69328763	69328765	rs614367
17319sorted	11	74345549	74345551	POLD3
17319sorted	11	83620786	83620788	DLG2
17319sorted	11	111171708	111171710	C11orf92
17319sorted	12	14653866	14653868	rs2900333
17319sorted	12	26453282	26453284	rs718314
17319sorted	12	88953560	88953562	KITLG
17319sorted	12	112521447	112521449	NAA25
17319sorted	12	125320849	125320851	SCARB1
17319sorted	13	24205194	24205196	TNFRSF19
17319sorted	13	48878048	48878186	RB1
17319sorted	13	73908845	73908847	rs9573163
17319sorted	14	36649245	36649247	rs944289
17319sorted	15	32994755	32994757	rs4779584
17319sorted	15	47873548	47873550	SEMA6D
17319sorted	15	78908031	78908033	CHRNA3
17319sorted	16	52586340	52586342	rs3803662
17319sorted	16	52635163	52635165	rs3112612
17319sorted	16	68771318	68771367	CDH1
17319sorted	16	89882944	89883024	FANCA
17319sorted	17	36098039	36098041	HNF1B
17319sorted	17	74470114	74470225	RHBDF2
17319sorted	17	74473261	74473381	RHBDF2
17319sorted	19	38735612	38735614	rs8102476
17319sorted	20	6404280	6404282	rs961253
17319sorted	21	30717736	30717738	BACH1
17319sorted	21	36357860	36357862	RUNX1
17319sorted	21	42746080	42746082	TMPRSS3
17319sorted	22	48929568	48929570	FAM19A5
17320sorted	1	150860470	150860472	rs7412746
17320sorted	1	228997834	228997836	rs801114
17320sorted	2	46537603	46537605	EPAS1
17320sorted	2	47596644	47596721	EPCAM
17320sorted	2	215672545	215672547	BARD1
17320sorted	2	223845941	223845943	rs7584993
17320sorted	2	231091222	231091224	SP140
17320sorted	3	10085512	10085549	FANCD2
17320sorted	3	10106412	10106560	FANCD2
17320sorted	3	17077267	17077269	PLCL2
17320sorted	3	27416012	27416014	SLC4A7
17320sorted	3	37627111	37627113	ITGA9
17320sorted	3	87173323	87173325	rs17181170
17320sorted	3	151899703	151899705	rs161792
17320sorted	3	170130101	170130103	rs10936632
17320sorted	3	189356260	189356262	TP63
17320sorted	5	1288546	1288548	TERT
17320sorted	5	44365544	44365546	FGF10
17320sorted	5	44662514	44662516	rs4415084
17320sorted	5	148904091	148904093	CSNK1A1
17320sorted	6	411063	411065	IRF4
17320sorted	6	22140003	22140005	rs6939340
17320sorted	6	36622899	36622901	PI16
17320sorted	6	151948365	151948367	rs2046210
17320sorted	7	6013029	6013174	PMS2
17320sorted	7	6017218	6017389	PMS2
17320sorted	7	6018226	6018328	PMS2
17320sorted	7	55086970	55087059	EGFR
17320sorted	7	86983714	86983716	CROT
17320sorted	7	97816326	97816328	LMTK2
17320sorted	8	18272880	18272882	rs1495741
17320sorted	8	32432368	32432370	NRG1
17320sorted	8	128355617	128355619	rs13281615
17320sorted	8	128424791	128424793	rs7014346
17320sorted	8	130491751	130491753	CCDC26
17320sorted	8	145742797	145742893	RECQL4
17320sorted	8	145742985	145743020	RECQL4
17320sorted	8	145743084	145743169	RECQL4
17320sorted	9	16915020	16915022	rs3814113
17320sorted	9	21816527	21816529	MTAP
17320sorted	9	100459402	100459575	XPA
17320sorted	9	100556108	100556110	rs965513
17320sorted	10	8701218	8701220	rs10795668
17320sorted	10	43572706	43572780	RET
17320sorted	10	51549495	51549497	TIMM23B
17320sorted	10	63723576	63723578	ARID5B
17320sorted	10	63752158	63752160	ARID5B
17320sorted	10	88516384	88516688	BMPR1A
17320sorted	10	104263909	104264092	SUFU
17320sorted	10	120278943	120278945	rs12413624
17320sorted	11	2233573	2233575	rs7127900
17320sorted	11	8252852	8252854	LMO1
17320sorted	11	44117802	44117872	EXT2
17320sorted	11	56175670	56175672	rs1945213
17320sorted	11	68994496	68994498	rs7931342
17320sorted	11	68994666	68994668	rs10896449
17320sorted	11	69328763	69328765	rs614367
17320sorted	11	74345549	74345551	POLD3
17320sorted	11	83620786	83620788	DLG2
17320sorted	11	111171708	111171710	C11orf92
17320sorted	12	14653866	14653868	rs2900333
17320sorted	12	26453282	26453284	rs718314
17320sorted	12	88953560	88953562	KITLG
17320sorted	12	112521447	112521449	NAA25
17320sorted	12	125320849	125320851	SCARB1
17320sorted	13	24205194	24205196	TNFRSF19
17320sorted	13	48878048	48878186	RB1
17320sorted	13	73908845	73908847	rs9573163
17320sorted	14	36649245	36649247	rs944289
17320sorted	15	32994755	32994757	rs4779584
17320sorted	15	47873548	47873550	SEMA6D
17320sorted	15	78908031	78908033	CHRNA3
17320sorted	16	51098426	51098428	rs1528601
17320sorted	16	52586340	52586342	rs3803662
17320sorted	16	52635163	52635165	rs3112612
17320sorted	16	68771318	68771367	CDH1
17320sorted	16	89882944	89883024	FANCA
17320sorted	17	36098039	36098041	HNF1B
17320sorted	17	74473261	74473381	RHBDF2
17320sorted	19	38735612	38735614	rs8102476
17320sorted	20	6404280	6404282	rs961253
17320sorted	21	30717736	30717738	BACH1
17320sorted	21	36357860	36357862	RUNX1
17320sorted	21	42746080	42746082	TMPRSS3
17321sorted	1	10385470	10385472	KIF1B
17321sorted	1	150860470	150860472	rs7412746
17321sorted	1	228997834	228997836	rs801114
17321sorted	2	46537603	46537605	EPAS1
17321sorted	2	215672545	215672547	BARD1
17321sorted	2	223845941	223845943	rs7584993
17321sorted	2	231091222	231091224	SP140
17321sorted	3	10085512	10085549	FANCD2
17321sorted	3	10091057	10091190	FANCD2
17321sorted	3	10106412	10106560	FANCD2
17321sorted	3	17077267	17077269	PLCL2
17321sorted	3	27416012	27416014	SLC4A7
17321sorted	3	37627111	37627113	ITGA9
17321sorted	3	87173323	87173325	rs17181170
17321sorted	3	151899703	151899705	rs161792
17321sorted	3	170130101	170130103	rs10936632
17321sorted	4	84374479	84374481	HELQ
17321sorted	4	95562876	95562878	PDLIM5
17321sorted	5	1279789	1279791	TERT
17321sorted	5	44365544	44365546	FGF10
17321sorted	5	148904091	148904093	CSNK1A1
17321sorted	6	22125963	22125965	rs4712653
17321sorted	6	22140003	22140005	rs6939340
17321sorted	6	79424432	79424434	rs9352613
17321sorted	6	151948365	151948367	rs2046210
17321sorted	7	6013029	6013174	PMS2
17321sorted	7	6017218	6017389	PMS2
17321sorted	7	6018226	6018328	PMS2
17321sorted	7	86983714	86983716	CROT
17321sorted	7	97816326	97816328	LMTK2
17321sorted	8	18272880	18272882	rs1495741
17321sorted	8	32432368	32432370	NRG1
17321sorted	8	128093296	128093298	rs1016343
17321sorted	8	128355617	128355619	rs13281615
17321sorted	8	145742985	145743020	RECQL4
17321sorted	8	145743084	145743169	RECQL4
17321sorted	9	5070830	5070832	JAK2
17321sorted	9	16915020	16915022	rs3814113
17321sorted	9	21816527	21816529	MTAP
17321sorted	9	22043925	22043927	CDKN2B-AS1
17321sorted	9	100556108	100556110	rs965513
17321sorted	9	136149228	136149230	ABO
17321sorted	10	43572706	43572780	RET
17321sorted	10	51549495	51549497	TIMM23B
17321sorted	10	63723576	63723578	ARID5B
17321sorted	10	63752158	63752160	ARID5B
17321sorted	10	88516384	88516688	BMPR1A
17321sorted	10	104263909	104264092	SUFU
17321sorted	10	120278943	120278945	rs12413624
17321sorted	11	2233573	2233575	rs7127900
17321sorted	11	8252852	8252854	LMO1
17321sorted	11	56175670	56175672	rs1945213
17321sorted	11	68994496	68994498	rs7931342
17321sorted	11	68994666	68994668	rs10896449
17321sorted	11	74345549	74345551	POLD3
17321sorted	11	83620786	83620788	DLG2
17321sorted	11	111171708	111171710	C11orf92
17321sorted	12	14653866	14653868	rs2900333
17321sorted	12	26453282	26453284	rs718314
17321sorted	12	49676009	49676011	rs10875943
17321sorted	12	125320849	125320851	SCARB1
17321sorted	13	24205194	24205196	TNFRSF19
17321sorted	13	24293858	24293860	rs753955
17321sorted	13	48878048	48878186	RB1
17321sorted	13	73908845	73908847	rs9573163
17321sorted	14	36649245	36649247	rs944289
17321sorted	15	32994755	32994757	rs4779584
17321sorted	15	47873548	47873550	SEMA6D
17321sorted	15	70018989	70018991	rs7176508
17321sorted	15	78908031	78908033	CHRNA3
17321sorted	16	52586340	52586342	rs3803662
17321sorted	16	52635163	52635165	rs3112612
17321sorted	16	89882944	89883024	FANCA
17321sorted	17	36098039	36098041	HNF1B
17321sorted	17	74470114	74470225	RHBDF2
17321sorted	17	74473261	74473381	RHBDF2
17321sorted	19	38735612	38735614	rs8102476
17321sorted	21	30717736	30717738	BACH1
17321sorted	21	36357860	36357862	RUNX1
17321sorted	21	42746080	42746082	TMPRSS3
17322sorted	1	11046854	11046856	rs9430161
17322sorted	2	46537603	46537605	EPAS1
17322sorted	3	10106412	10106560	FANCD2
17322sorted	3	87173323	87173325	rs17181170
17322sorted	5	44365544	44365546	FGF10
17322sorted	6	411063	411065	IRF4
17322sorted	6	22140003	22140005	rs6939340
17322sorted	7	6013029	6013174	PMS2
17322sorted	7	6017218	6017389	PMS2
17322sorted	7	6018226	6018328	PMS2
17322sorted	7	86983714	86983716	CROT
17322sorted	8	128355617	128355619	rs13281615
17322sorted	8	145742985	145743020	RECQL4
17322sorted	8	145743084	145743169	RECQL4
17322sorted	10	43572706	43572780	RET
17322sorted	10	51549495	51549497	TIMM23B
17322sorted	10	63723576	63723578	ARID5B
17322sorted	11	8252852	8252854	LMO1
17322sorted	11	74345549	74345551	POLD3
17322sorted	11	83620786	83620788	DLG2
17322sorted	11	111171708	111171710	C11orf92
17322sorted	12	14653866	14653868	rs2900333
17322sorted	13	24205194	24205196	TNFRSF19
17322sorted	13	48878048	48878186	RB1
17322sorted	13	73908845	73908847	rs9573163
17322sorted	14	36649245	36649247	rs944289
17322sorted	15	47873548	47873550	SEMA6D
17322sorted	15	78908031	78908033	CHRNA3
17322sorted	16	52586340	52586342	rs3803662
17322sorted	16	89755902	89755904	CDK10
17322sorted	16	89882944	89883024	FANCA
17322sorted	17	74473261	74473381	RHBDF2
17322sorted	21	42746080	42746082	TMPRSS3
17323sorted	1	11046854	11046856	rs9430161
17323sorted	2	46537603	46537605	EPAS1
17323sorted	2	47698103	47698202	MSH2
17323sorted	2	177042632	177042634	HOXD-AS1
17323sorted	2	218310339	218310341	DIRC3
17323sorted	2	233199078	233199210	DIS3L2
17323sorted	3	10091057	10091190	FANCD2
17323sorted	3	10128817	10128949	FANCD2
17323sorted	3	151899703	151899705	rs161792
17323sorted	3	169492100	169492102	MYNN
17323sorted	4	84374479	84374481	HELQ
17323sorted	5	1308551	1308553	rs4635969
17323sorted	5	1315659	1315661	rs4975616
17323sorted	5	91893791	91893793	rs1027643
17323sorted	6	411063	411065	IRF4
17323sorted	6	22140003	22140005	rs6939340
17323sorted	6	33542537	33542539	BAK1
17323sorted	6	79424432	79424434	rs9352613
17323sorted	6	151948365	151948367	rs2046210
17323sorted	7	6013029	6013174	PMS2
17323sorted	7	6017218	6017389	PMS2
17323sorted	7	6018226	6018328	PMS2
17323sorted	7	6022454	6022623	PMS2
17323sorted	7	86983714	86983716	CROT
17323sorted	7	97816326	97816328	LMTK2
17323sorted	8	32432368	32432370	NRG1
17323sorted	8	128093296	128093298	rs1016343
17323sorted	8	128103936	128103938	rs1456315
17323sorted	8	128192980	128192982	rs2456449
17323sorted	8	128320345	128320347	rs16902094
